platform,problem_id,title,difficulty_raw,difficulty_band,accepted_count,submission_count,acceptance_rate,tags
Codeforces,527B,Error Correct System,1500.0,Medium,4073,,,['greedy']
Codeforces,527A,Playing with Paper,1100.0,Easy,15646,,,"['implementation', 'math']"
Codeforces,526G,Spiders Evil Plan,3300.0,Hard,866,,,"['greedy', 'trees']"
Codeforces,526F,Pudding Monsters,3000.0,Hard,3457,,,"['data structures', 'divide and conquer']"
Codeforces,526E,Transmitting Levels,2400.0,Hard,1188,,,"['dp', 'implementation']"
Codeforces,526D,Om Nom and Necklace,2200.0,Hard,2471,,,"['hashing', 'string suffix structures', 'strings']"
Codeforces,526C,Om Nom and Candies,2000.0,Hard,2655,,,"['brute force', 'greedy', 'math']"
Codeforces,526B,Om Nom and Dark Park,1400.0,Medium,4726,,,"['dfs and similar', 'greedy', 'implementation']"
Codeforces,526A,King of Thieves,1300.0,Medium,5014,,,"['brute force', 'implementation']"
Codeforces,525E,Anya and Cubes,2100.0,Hard,4236,,,"['binary search', 'bitmasks', 'brute force', 'dp', 'math', 'meet-in-the-middle']"
Codeforces,525D,Arthur and Walls,2400.0,Hard,2010,,,"['constructive algorithms', 'data structures', 'graphs', 'greedy', 'shortest paths']"
Codeforces,525C,Ilya and Sticks,1600.0,Medium,6084,,,"['greedy', 'math', 'sortings']"
Codeforces,525B,Pasha and String,1400.0,Medium,10292,,,"['constructive algorithms', 'greedy', 'math', 'strings']"
Codeforces,525A,Vitaliy and Pie,1100.0,Easy,16494,,,"['greedy', 'hashing', 'strings']"
Codeforces,524F,And Yet Another Bracket Sequence,2700.0,Hard,599,,,"['data structures', 'greedy', 'hashing', 'string suffix structures', 'strings']"
Codeforces,524E,Rooks and Rectangles,2400.0,Hard,1337,,,"['data structures', 'sortings']"
Codeforces,524D,Social Network,2100.0,Hard,1006,,,"['greedy', 'two pointers']"
Codeforces,524C,The Art of Dealing with ATM,1900.0,Medium,2198,,,"['binary search', 'sortings']"
Codeforces,524B,Фото на память - 2 (round version),1700.0,Medium,1554,,,"['dp', 'greedy']"
Codeforces,524A,"Возможно, вы знаете этих людей?",1600.0,Medium,1487,,,['implementation']
Codeforces,523D,Statistics of Recompressing Videos,1600.0,Medium,2585,,,"['*special', 'data structures', 'implementation']"
Codeforces,523C,Name Quest,1400.0,Medium,2606,,,"['*special', 'greedy']"
Codeforces,523B,Mean Requests,1500.0,Medium,997,,,"['*special', 'implementation']"
Codeforces,523A,"Rotate, Flip and Zoom",1200.0,Medium,2866,,,"['*special', 'implementation']"
Codeforces,522D,Closest Equals,2000.0,Hard,4085,,,"['*special', 'data structures']"
Codeforces,522C,Chicken or Fish?,2100.0,Hard,745,,,['greedy']
Codeforces,522B,Photo to Remember,1100.0,Easy,9564,,,"['*special', 'data structures', 'dp', 'implementation']"
Codeforces,522A,Reposts,1200.0,Medium,19089,,,"['*special', 'dfs and similar', 'dp', 'graphs', 'trees']"
Codeforces,521E,Cycling City,3100.0,Hard,1199,,,"['dfs and similar', 'graphs']"
Codeforces,521D,Shop,2800.0,Hard,1833,,,['greedy']
Codeforces,520E,Pluses everywhere,2200.0,Hard,2096,,,"['combinatorics', 'dp', 'math', 'number theory']"
Codeforces,520D,Cubes,2100.0,Hard,1671,,,"['games', 'greedy', 'implementation']"
Codeforces,520C,DNA Alignment,1500.0,Medium,4326,,,"['math', 'strings']"
Codeforces,520B,Two Buttons,1400.0,Medium,63456,,,"['dfs and similar', 'graphs', 'greedy', 'implementation', 'math', 'shortest paths']"
Codeforces,520A,Pangram,800.0,Easy,129279,,,"['implementation', 'strings']"
Codeforces,519E,A and B and Lecture Rooms,2100.0,Hard,8540,,,"['binary search', 'data structures', 'dfs and similar', 'dp', 'trees']"
Codeforces,519D,A and B and Interesting Substrings,1800.0,Medium,6919,,,"['data structures', 'dp', 'two pointers']"
Codeforces,519C,A and B and Team Training,1300.0,Medium,20757,,,"['greedy', 'implementation', 'math', 'number theory']"
Codeforces,519B,A and B and Compilation Errors,1100.0,Easy,44031,,,"['data structures', 'implementation', 'sortings']"
Codeforces,519A,A and B and Chess,900.0,Easy,20197,,,['implementation']
Codeforces,518F,Pasha and Pipe,2300.0,Hard,418,,,"['binary search', 'brute force', 'combinatorics', 'dp', 'implementation']"
Codeforces,518E,Arthur and Questions,2200.0,Hard,1063,,,"['greedy', 'implementation', 'math', 'ternary search']"
Codeforces,518D,Ilya and Escalator,1700.0,Medium,8316,,,"['combinatorics', 'dp', 'math', 'probabilities']"
Codeforces,518C,Anya and Smartphone,1600.0,Medium,6387,,,"['constructive algorithms', 'data structures', 'implementation']"
Codeforces,518B,Tanya and Postcard,1400.0,Medium,8417,,,"['greedy', 'implementation', 'strings']"
Codeforces,518A,Vitaly and Strings,1600.0,Medium,9556,,,"['constructive algorithms', 'strings']"
Codeforces,516E,Drazil and His Happy Friends,3100.0,Hard,611,,,"['math', 'number theory']"
Codeforces,516D,Drazil and Morning Exercise,2800.0,Hard,1537,,,"['dfs and similar', 'dp', 'dsu', 'trees', 'two pointers']"
Codeforces,515E,Drazil and Park,2300.0,Hard,2472,,,['data structures']
Codeforces,515D,Drazil and Tiles,2000.0,Hard,3014,,,"['constructive algorithms', 'greedy']"
Codeforces,515C,Drazil and Factorial,1400.0,Medium,28855,,,"['greedy', 'math', 'sortings']"
Codeforces,515B,Drazil and His Happy Friends,1300.0,Medium,7778,,,"['brute force', 'dsu', 'meet-in-the-middle', 'number theory']"
Codeforces,515A,Drazil and Date,1000.0,Easy,22150,,,['math']
Codeforces,514E,Darth Vader and Tree,2200.0,Hard,1756,,,"['dp', 'matrices']"
Codeforces,514D,R2D2 and Droid Army,2000.0,Hard,5481,,,"['binary search', 'data structures', 'two pointers']"
Codeforces,514C,Watto and Mechanism,2000.0,Hard,8250,,,"['binary search', 'data structures', 'hashing', 'string suffix structures', 'strings']"
Codeforces,514B,Han Solo and Lazer Gun,1400.0,Medium,22730,,,"['brute force', 'data structures', 'geometry', 'implementation', 'math']"
Codeforces,514A,Chewbaсca and Number,1200.0,Medium,72657,,,"['greedy', 'implementation']"
Codeforces,513G3,Inversions problem,3100.0,Hard,291,,,['dp']
Codeforces,513G2,Inversions problem,2400.0,Hard,728,,,"['dp', 'probabilities']"
Codeforces,513G1,Inversions problem,1800.0,Medium,1852,,,"['brute force', 'dfs and similar', 'dp', 'meet-in-the-middle']"
Codeforces,513F2,Scaygerboss,2800.0,Hard,413,,,['flows']
Codeforces,513F1,Scaygerboss,2700.0,Hard,359,,,['flows']
Codeforces,513E2,Subarray Cuts,2700.0,Hard,655,,,['dp']
Codeforces,513E1,Subarray Cuts,2600.0,Hard,552,,,['dp']
Codeforces,513D2,Constrained Tree,2600.0,Hard,400,,,"['constructive algorithms', 'data structures']"
Codeforces,513D1,Constrained Tree,2400.0,Hard,650,,,['dfs and similar']
Codeforces,513C,Second price auction,2000.0,Hard,1675,,,"['bitmasks', 'probabilities']"
Codeforces,513B2,Permutations,1800.0,Medium,2934,,,"['bitmasks', 'divide and conquer', 'math']"
Codeforces,513B1,Permutations,1400.0,Medium,3838,,,['brute force']
Codeforces,513A,Game,800.0,Easy,21894,,,"['constructive algorithms', 'math']"
Codeforces,512E,Fox And Polygon,2900.0,Hard,574,,,"['constructive algorithms', 'divide and conquer']"
Codeforces,512D,Fox And Travelling,2900.0,Hard,1138,,,"['dp', 'trees']"
Codeforces,510E,Fox And Dinner,2300.0,Hard,2439,,,['flows']
Codeforces,510D,Fox And Jumping,1900.0,Medium,6465,,,"['bitmasks', 'brute force', 'dp', 'math']"
Codeforces,510C,Fox And Names,1600.0,Medium,22622,,,"['dfs and similar', 'graphs', 'sortings']"
Codeforces,510B,Fox And Two Dots,1500.0,Medium,16417,,,['dfs and similar']
Codeforces,510A,Fox And Snake,800.0,Easy,107523,,,['implementation']
Codeforces,509F,Progress Monitoring,2300.0,Hard,1192,,,"['dp', 'trees']"
Codeforces,509E,Pretty Song,2000.0,Hard,1885,,,"['math', 'strings']"
Codeforces,509D,Restoring Numbers,2200.0,Hard,816,,,"['constructive algorithms', 'math']"
Codeforces,509C,Sums of Digits,2000.0,Hard,2410,,,"['dp', 'greedy', 'implementation']"
Codeforces,509B,Painting Pebbles,1300.0,Medium,10001,,,"['constructive algorithms', 'greedy', 'implementation']"
Codeforces,509A,Maximum in Table,800.0,Easy,44336,,,"['brute force', 'implementation']"
Codeforces,508E,Arthur and Brackets,2200.0,Hard,1961,,,"['dp', 'greedy']"
Codeforces,508D,Tanya and Password,2500.0,Hard,4292,,,"['dfs and similar', 'graphs']"
Codeforces,508C,Anya and Ghosts,1600.0,Medium,4679,,,"['constructive algorithms', 'greedy']"
Codeforces,508B,Anton and currency you all know,1300.0,Medium,24057,,,"['greedy', 'math', 'strings']"
Codeforces,508A,Pasha and Pixels,1100.0,Easy,8465,,,['brute force']
Codeforces,507E,Breaking Good,2100.0,Hard,3264,,,"['dfs and similar', 'dp', 'graphs', 'shortest paths']"
Codeforces,507D,The Maths Lecture,2200.0,Hard,2143,,,"['dp', 'implementation']"
Codeforces,507C,Guess Your Way Out!,1700.0,Medium,4575,,,"['implementation', 'math', 'trees']"
Codeforces,507B,Amr and Pins,1400.0,Medium,26787,,,"['geometry', 'math']"
Codeforces,507A,Amr and Music,1000.0,Easy,21986,,,"['greedy', 'implementation', 'sortings']"
Codeforces,506E,Mr. Kitayuta's Gift,3000.0,Hard,925,,,"['combinatorics', 'dp', 'matrices', 'strings']"
Codeforces,506D,Mr. Kitayuta's Colorful Graph,2400.0,Hard,2558,,,"['brute force', 'dfs and similar', 'dsu', 'graphs']"
Codeforces,505E,Mr. Kitayuta vs. Bamboos,2900.0,Hard,1570,,,"['binary search', 'greedy']"
Codeforces,505D,Mr. Kitayuta's Technology,2200.0,Hard,2946,,,['dfs and similar']
Codeforces,505C,"Mr. Kitayuta, the Treasure Hunter",1900.0,Medium,7375,,,"['dfs and similar', 'dp', 'two pointers']"
Codeforces,505B,Mr. Kitayuta's Colorful Graph,1400.0,Medium,15073,,,"['dfs and similar', 'dp', 'dsu', 'graphs']"
Codeforces,505A,Mr. Kitayuta's Gift,1100.0,Easy,6937,,,"['brute force', 'implementation', 'strings']"
Codeforces,504E,Misha and LCP on Tree,3000.0,Hard,1074,,,"['binary search', 'dfs and similar', 'hashing', 'string suffix structures', 'trees']"
Codeforces,504D,Misha and XOR,2700.0,Hard,349,,,['bitmasks']
Codeforces,501E,Misha and Palindrome Degree,2500.0,Hard,952,,,"['binary search', 'combinatorics', 'implementation']"
Codeforces,501D,Misha and Permutations Summation,2000.0,Hard,2733,,,['data structures']
Codeforces,501C,Misha and Forest,1500.0,Medium,6075,,,"['constructive algorithms', 'data structures', 'greedy', 'sortings', 'trees']"
Codeforces,501B,Misha and Changing Handles,1100.0,Easy,19617,,,"['data structures', 'dsu', 'strings']"
Codeforces,501A,Contest,900.0,Easy,24372,,,['implementation']
Codeforces,500G,New Year Running,3200.0,Hard,169,,,"['number theory', 'trees']"
Codeforces,500F,New Year Shopping,2700.0,Hard,831,,,"['divide and conquer', 'dp']"
Codeforces,500E,New Year Domino,2300.0,Hard,1594,,,"['data structures', 'dp', 'dsu']"
Codeforces,500D,New Year Santa Network,1900.0,Medium,3288,,,"['combinatorics', 'dfs and similar', 'graphs', 'trees']"
Codeforces,500C,New Year Book Reading,1600.0,Medium,6044,,,"['constructive algorithms', 'greedy', 'implementation', 'math']"
Codeforces,500B,New Year Permutation,1600.0,Medium,9649,,,"['dfs and similar', 'dsu', 'graphs', 'greedy', 'math', 'sortings']"
Codeforces,500A,New Year Transportation,1000.0,Easy,63474,,,"['dfs and similar', 'graphs', 'implementation']"
Codeforces,499B,Lecture,1000.0,Easy,45191,,,"['implementation', 'strings']"
Codeforces,499A,Watching a movie,1000.0,Easy,14763,,,"['greedy', 'implementation']"
Codeforces,498E,Stairs and Lines,2700.0,Hard,573,,,"['dp', 'matrices']"
Codeforces,498D,Traffic Jams in the Land,2400.0,Hard,1249,,,"['data structures', 'dp', 'number theory']"
Codeforces,498C,Array and Operations,2100.0,Hard,4256,,,"['flows', 'graph matchings', 'number theory']"
Codeforces,498B,Name That Tune,2400.0,Hard,1301,,,"['dp', 'probabilities', 'two pointers']"
Codeforces,498A,Crazy Town,1700.0,Medium,6910,,,['geometry']
Codeforces,497E,Subsequences Return,2900.0,Hard,318,,,"['dp', 'matrices']"
Codeforces,497D,Gears,2900.0,Hard,249,,,"['brute force', 'geometry', 'math']"
Codeforces,496E,Distributing Parts ,2100.0,Hard,1764,,,"['greedy', 'sortings']"
Codeforces,496D,Tennis Game,1900.0,Medium,3207,,,['binary search']
Codeforces,496C,Removing Columns,1500.0,Medium,8175,,,"['brute force', 'constructive algorithms', 'implementation']"
Codeforces,496B,Secret Combination,1500.0,Medium,6217,,,"['brute force', 'constructive algorithms', 'implementation']"
Codeforces,496A,Minimum Difficulty,900.0,Easy,17219,,,"['brute force', 'implementation', 'math']"
Codeforces,495B,Modular Equations,1600.0,Medium,8359,,,"['math', 'number theory']"
Codeforces,495A,Digital Counter,1100.0,Easy,8996,,,['implementation']
Codeforces,494E,Sharti,3200.0,Hard,378,,,"['data structures', 'games']"
Codeforces,494D,Birthday,2700.0,Hard,670,,,"['data structures', 'dfs and similar', 'dp', 'trees']"
Codeforces,494C,Helping People,2600.0,Hard,960,,,"['dp', 'probabilities']"
Codeforces,494B,Obsessive String,2000.0,Hard,3200,,,"['dp', 'strings']"
Codeforces,494A,Treasure,1500.0,Medium,6559,,,['greedy']
Codeforces,493E,Vasya and Polynomial,2800.0,Hard,517,,,['math']
Codeforces,493D,Vasya and Chess,1700.0,Medium,10260,,,"['constructive algorithms', 'games', 'math']"
Codeforces,493C,Vasya and Basketball,1600.0,Medium,7536,,,"['binary search', 'brute force', 'data structures', 'implementation', 'sortings', 'two pointers']"
Codeforces,493B,Vasya and Wrestling,1400.0,Medium,14117,,,['implementation']
Codeforces,493A,Vasya and Football,1300.0,Medium,6463,,,['implementation']
Codeforces,492E,Vanya and Field,2000.0,Hard,1758,,,['math']
Codeforces,492D,Vanya and Computer Game,1800.0,Medium,3332,,,"['binary search', 'implementation', 'math', 'sortings']"
Codeforces,492C,Vanya and Exams,1400.0,Medium,15511,,,"['greedy', 'sortings']"
Codeforces,492B,Vanya and Lanterns,1200.0,Medium,91439,,,"['binary search', 'implementation', 'math', 'sortings']"
Codeforces,492A,Vanya and Cubes,800.0,Easy,64257,,,['implementation']
Codeforces,491C,Deciphering,2300.0,Hard,521,,,"['flows', 'graph matchings']"
Codeforces,491B,New York Hotel,2100.0,Hard,661,,,"['greedy', 'math']"
Codeforces,491A,Up the hill,1000.0,Easy,3547,,,"['constructive algorithms', 'implementation']"
Codeforces,490F,Treeland Tour,2200.0,Hard,1924,,,"['data structures', 'dfs and similar', 'dp', 'trees']"
Codeforces,490E,Restoring Increasing Sequence,2000.0,Hard,1704,,,"['binary search', 'brute force', 'greedy', 'implementation']"
Codeforces,490D,Chocolate,1900.0,Medium,2322,,,"['brute force', 'dfs and similar', 'math', 'meet-in-the-middle', 'number theory']"
Codeforces,490C,Hacking Cypher,1700.0,Medium,9501,,,"['brute force', 'math', 'number theory', 'strings']"
Codeforces,490B,Queue,1500.0,Medium,6444,,,"['dsu', 'implementation']"
Codeforces,490A,Team Olympiad,800.0,Easy,72185,,,"['greedy', 'implementation', 'sortings']"
Codeforces,489F,Special Matrices,2100.0,Hard,1947,,,"['combinatorics', 'dp']"
Codeforces,489E,Hiking,2300.0,Hard,1149,,,"['binary search', 'dp']"
Codeforces,489D,Unbearable Controversy of Being,1700.0,Medium,7075,,,"['brute force', 'combinatorics', 'dfs and similar', 'graphs']"
Codeforces,489C,Given Length and Sum of Digits...,1400.0,Medium,52132,,,"['dp', 'greedy', 'implementation']"
Codeforces,489B,BerSU Ball,1200.0,Medium,57463,,,"['dfs and similar', 'dp', 'graph matchings', 'greedy', 'sortings', 'two pointers']"
Codeforces,489A,SwapSort,1200.0,Medium,10627,,,"['greedy', 'implementation', 'sortings']"
Codeforces,488B,Candy Boxes,1900.0,Medium,2264,,,"['brute force', 'constructive algorithms', 'math']"
Codeforces,488A,Giga Tower,1100.0,Easy,14975,,,['brute force']
Codeforces,487E,Tourists,3200.0,Hard,2887,,,"['data structures', 'dfs and similar', 'graphs', 'trees']"
Codeforces,487D,Conveyor Belts,2700.0,Hard,1009,,,['data structures']
Codeforces,487C,Prefix Product Sequence,2300.0,Hard,3095,,,"['constructive algorithms', 'math', 'number theory']"
Codeforces,487B,Strip,2000.0,Hard,4279,,,"['binary search', 'data structures', 'dp', 'two pointers']"
Codeforces,487A,Fight the Monster,1800.0,Medium,3961,,,"['binary search', 'brute force', 'implementation']"
Codeforces,486E,LIS of Sequence,2200.0,Hard,2680,,,"['data structures', 'dp', 'greedy', 'hashing', 'math']"
Codeforces,486D,Valid Sets,2100.0,Hard,4397,,,"['dfs and similar', 'dp', 'math', 'trees']"
Codeforces,486C,Palindrome Transformation,1700.0,Medium,12437,,,"['brute force', 'greedy', 'implementation']"
Codeforces,486B,OR in Matrix,1300.0,Medium,19261,,,"['greedy', 'hashing', 'implementation']"
Codeforces,486A,Calculating Function,800.0,Easy,156290,,,"['implementation', 'math']"
Codeforces,485B,Valuable Resources,1300.0,Medium,6812,,,"['brute force', 'greedy']"
Codeforces,485A,Factory,1400.0,Medium,8792,,,"['implementation', 'math', 'matrices']"
Codeforces,484E,Sign on Fence,2500.0,Hard,3082,,,"['binary search', 'constructive algorithms', 'data structures']"
Codeforces,484D,Kindergarten,2400.0,Hard,3049,,,"['data structures', 'dp', 'greedy']"
Codeforces,484C,Strange Sorting,2600.0,Hard,629,,,"['implementation', 'math']"
Codeforces,484B,Maximum Value,2100.0,Hard,7766,,,"['binary search', 'math', 'sortings', 'two pointers']"
Codeforces,484A,Bits,1700.0,Medium,13606,,,"['bitmasks', 'constructive algorithms']"
Codeforces,483B,Friends and Presents,1800.0,Medium,4388,,,"['binary search', 'math']"
Codeforces,483A,Counterexample ,1100.0,Easy,24971,,,"['brute force', 'implementation', 'math', 'number theory']"
Codeforces,482E,ELCA,3200.0,Hard,190,,,"['data structures', 'trees']"
Codeforces,482D,Random Function and Tree,2700.0,Hard,597,,,"['combinatorics', 'dp', 'trees']"
Codeforces,482C,Game with Strings,2600.0,Hard,995,,,"['bitmasks', 'dp', 'probabilities']"
Codeforces,482B,Interesting Array,1800.0,Medium,7800,,,"['constructive algorithms', 'data structures', 'trees']"
Codeforces,482A,Diverse Permutation,1200.0,Medium,10281,,,"['constructive algorithms', 'greedy']"
Codeforces,480E,Parking Lot,2800.0,Hard,640,,,"['data structures', 'divide and conquer']"
Codeforces,480D,Parcels,2600.0,Hard,492,,,"['dp', 'graphs']"
Codeforces,479E,Riding in a Lift,1900.0,Medium,5667,,,"['combinatorics', 'dp']"
Codeforces,479D,Long Jumps,1700.0,Medium,5019,,,"['binary search', 'greedy', 'implementation']"
Codeforces,479C,Exams,1400.0,Medium,33328,,,"['greedy', 'sortings']"
Codeforces,479B,Towers,1400.0,Medium,8459,,,"['brute force', 'constructive algorithms', 'greedy', 'implementation', 'sortings']"
Codeforces,479A,Expression,1000.0,Easy,113413,,,"['brute force', 'math']"
Codeforces,478E,Wavy numbers,2900.0,Hard,254,,,"['brute force', 'dfs and similar', 'meet-in-the-middle', 'sortings']"
Codeforces,478D,Red-Green Towers,2000.0,Hard,7239,,,['dp']
Codeforces,478C,Table Decorations,1800.0,Medium,20746,,,['greedy']
Codeforces,478B,Random Teams,1300.0,Medium,41583,,,"['combinatorics', 'constructive algorithms', 'greedy', 'math']"
Codeforces,478A,Initial Bet,1100.0,Easy,27266,,,['implementation']
Codeforces,477E,Dreamoon and Notepad,3100.0,Hard,160,,,['data structures']
Codeforces,477D,Dreamoon and Binary,2700.0,Hard,593,,,"['dp', 'strings']"
Codeforces,476E,Dreamoon and Strings,2200.0,Hard,2124,,,"['dp', 'strings']"
Codeforces,476D,Dreamoon and Sets,1900.0,Medium,5049,,,"['constructive algorithms', 'greedy', 'math']"
Codeforces,476C,Dreamoon and Sums,1600.0,Medium,6040,,,['math']
Codeforces,476B,Dreamoon and WiFi,1300.0,Medium,37483,,,"['bitmasks', 'brute force', 'combinatorics', 'dp', 'math', 'probabilities']"
Codeforces,476A,Dreamoon and Stairs,1000.0,Easy,52116,,,"['implementation', 'math']"
Codeforces,475F,Meta-universe,2900.0,Hard,267,,,['data structures']
Codeforces,475E,Strongly Connected City 2,2700.0,Hard,630,,,['dfs and similar']
Codeforces,475D,CGCDSSQ,2000.0,Hard,6678,,,"['brute force', 'data structures', 'math']"
Codeforces,475C,Kamal-ol-molk's Painting,2100.0,Hard,834,,,"['brute force', 'constructive algorithms', 'greedy']"
Codeforces,475B,Strongly Connected City,1400.0,Medium,9307,,,"['brute force', 'dfs and similar', 'graphs', 'implementation']"
Codeforces,475A,Bayan Bus,1100.0,Easy,4941,,,['implementation']
Codeforces,474F,Ant colony,2100.0,Hard,11883,,,"['data structures', 'math', 'number theory']"
Codeforces,474E,Pillars,2000.0,Hard,4272,,,"['binary search', 'data structures', 'dp', 'sortings', 'trees']"
Codeforces,474D,Flowers,1700.0,Medium,31186,,,['dp']
Codeforces,474C,Captain Marmot,2000.0,Hard,3398,,,"['brute force', 'geometry']"
Codeforces,474B,Worms,1200.0,Medium,64006,,,"['binary search', 'implementation']"
Codeforces,474A,Keyboard,900.0,Easy,56165,,,['implementation']
Codeforces,472G,Design Tutorial: Increase the Constraints,2800.0,Hard,464,,,"['bitmasks', 'data structures', 'fft']"
Codeforces,472F,Design Tutorial: Change the Goal,2700.0,Hard,301,,,"['constructive algorithms', 'math', 'matrices']"
Codeforces,472E,Design Tutorial: Learn from a Game,2800.0,Hard,138,,,"['constructive algorithms', 'implementation']"
Codeforces,472D,Design Tutorial: Inverse the Problem,1900.0,Medium,6613,,,"['dfs and similar', 'dsu', 'shortest paths', 'trees']"
Codeforces,472C,Design Tutorial: Make It Nondeterministic,1400.0,Medium,6534,,,['greedy']
Codeforces,472B,Design Tutorial: Learn from Life,1300.0,Medium,7664,,,[]
Codeforces,472A,Design Tutorial: Learn from Math,800.0,Easy,71369,,,"['math', 'number theory']"
Codeforces,471E,MUH and Lots and Lots of Segments,2700.0,Hard,89,,,"['data structures', 'dsu']"
Codeforces,471D,MUH and Cube Walls,1800.0,Medium,10602,,,"['string suffix structures', 'strings']"
Codeforces,471C,MUH and House of Cards,1700.0,Medium,3750,,,"['binary search', 'brute force', 'greedy', 'math']"
Codeforces,471B,MUH and Important Things,1300.0,Medium,6225,,,"['implementation', 'sortings']"
Codeforces,471A,MUH and Sticks,1100.0,Easy,13795,,,['implementation']
Codeforces,470H,Array Sorting,2300.0,Hard,194,,,['*special']
Codeforces,470G,Hamming Distance,2300.0,Hard,131,,,['*special']
Codeforces,470F,Pairwise Sums,2300.0,Hard,114,,,['*special']
Codeforces,470E,Chessboard,1900.0,Medium,205,,,['*special']
Codeforces,470D,Caesar Cipher,1900.0,Medium,157,,,['*special']
Codeforces,470C,Eval,1900.0,Medium,262,,,['*special']
Codeforces,470B,Hexakosioihexekontahexaphobia,1800.0,Medium,271,,,['*special']
Codeforces,470A,Crystal Ball Sequence,1400.0,Medium,695,,,"['*special', 'implementation']"
Codeforces,469B,Chat Online,1300.0,Medium,13399,,,['implementation']
Codeforces,469A,I Wanna Be the Guy,800.0,Easy,122729,,,"['greedy', 'implementation']"
Codeforces,468E,Permanent,3100.0,Hard,387,,,"['dp', 'graph matchings', 'math', 'meet-in-the-middle']"
Codeforces,468D,Tree,3100.0,Hard,477,,,['graph matchings']
Codeforces,468C,Hack it!,2500.0,Hard,2750,,,"['binary search', 'constructive algorithms', 'math']"
Codeforces,468B,Two Sets,2000.0,Hard,5364,,,"['2-sat', 'dfs and similar', 'dsu', 'graph matchings', 'greedy']"
Codeforces,468A,24 Game,1500.0,Medium,8415,,,"['constructive algorithms', 'greedy', 'math']"
Codeforces,467E,Alex and Complicated Task,2300.0,Hard,859,,,"['data structures', 'dp', 'greedy']"
Codeforces,467D,Fedor and Essay,2400.0,Hard,2048,,,"['dfs and similar', 'dp', 'graphs', 'hashing', 'strings']"
Codeforces,467C,George and Job,1700.0,Medium,16800,,,"['dp', 'implementation']"
Codeforces,467B,Fedor and New Game,1100.0,Easy,43293,,,"['bitmasks', 'brute force', 'constructive algorithms', 'implementation']"
Codeforces,467A,George and Accommodation,800.0,Easy,158160,,,['implementation']
Codeforces,466E,Information Graph,2100.0,Hard,2654,,,"['dfs and similar', 'dsu', 'graphs', 'trees']"
Codeforces,466D,Increase Sequence,2100.0,Hard,3778,,,"['combinatorics', 'dp']"
Codeforces,466C,Number of Ways,1700.0,Medium,42328,,,"['binary search', 'brute force', 'data structures', 'dp', 'two pointers']"
Codeforces,466B,Wonder Room,2000.0,Hard,5286,,,"['brute force', 'math']"
Codeforces,466A,Cheap Travel,1200.0,Medium,77936,,,['implementation']
Codeforces,465B,Inbox (100500),1000.0,Easy,10903,,,['implementation']
Codeforces,465A,inc ARG,900.0,Easy,10473,,,['implementation']
Codeforces,464E,The Classic Problem,3000.0,Hard,1865,,,"['data structures', 'graphs', 'shortest paths']"
Codeforces,464D,World of Darkraft - 2,2700.0,Hard,765,,,"['dp', 'probabilities']"
Codeforces,464C,Substitutes in Number,2100.0,Hard,1957,,,['dp']
Codeforces,464B,Restore Cube ,2000.0,Hard,1784,,,"['brute force', 'geometry']"
Codeforces,464A,No to Palindromes!,1700.0,Medium,6247,,,"['greedy', 'strings']"
Codeforces,463E,Caisa and Tree,2100.0,Hard,1750,,,"['brute force', 'dfs and similar', 'math', 'number theory', 'trees']"
Codeforces,463D,Gargari and Permutations,1900.0,Medium,7368,,,"['dfs and similar', 'dp', 'graphs', 'implementation']"
Codeforces,463C,Gargari and Bishops,1900.0,Medium,9222,,,"['greedy', 'hashing', 'implementation']"
Codeforces,463B,Caisa and Pylons,1100.0,Easy,30112,,,"['brute force', 'implementation', 'math']"
Codeforces,463A,Caisa and Sugar,1200.0,Medium,9587,,,"['brute force', 'implementation']"
Codeforces,462B,Appleman and Card Game,1300.0,Medium,15639,,,['greedy']
Codeforces,462A,Appleman and Easy Task,1000.0,Easy,17910,,,"['brute force', 'implementation']"
Codeforces,461E,Appleman and a Game,3000.0,Hard,531,,,"['binary search', 'shortest paths', 'strings']"
Codeforces,461D,Appleman and Complicated Task,2800.0,Hard,402,,,"['dsu', 'math']"
Codeforces,461C,Appleman and a Sheet of Paper,2200.0,Hard,1396,,,"['data structures', 'implementation']"
Codeforces,461B,Appleman and Tree,2000.0,Hard,7125,,,"['dfs and similar', 'dp', 'trees']"
Codeforces,461A,Appleman and Toastman,1200.0,Medium,16468,,,"['greedy', 'sortings']"
Codeforces,460E,Roland and Rose,2700.0,Hard,384,,,"['brute force', 'geometry', 'math', 'sortings']"
Codeforces,460D,Little Victor and Set,2300.0,Hard,1041,,,"['brute force', 'constructive algorithms', 'math']"
Codeforces,460C,Present,1700.0,Medium,6841,,,"['binary search', 'data structures', 'greedy']"
Codeforces,460B,Little Dima and Equation,1500.0,Medium,13484,,,"['brute force', 'implementation', 'math', 'number theory']"
Codeforces,460A,Vasya and Socks,900.0,Easy,52363,,,"['brute force', 'implementation', 'math']"
Codeforces,459E,Pashmak and Graph,1900.0,Medium,5995,,,"['dp', 'sortings']"
Codeforces,459D,Pashmak and Parmida's problem,1800.0,Medium,13038,,,"['data structures', 'divide and conquer', 'sortings']"
Codeforces,459C,Pashmak and Buses,1900.0,Medium,6502,,,"['combinatorics', 'constructive algorithms', 'math']"
Codeforces,459B,Pashmak and Flowers,1300.0,Medium,48006,,,"['combinatorics', 'implementation', 'sortings']"
